Orthologous_group	Scerevisiae	Calbicans
OG4561	C6_03590C_A	
OG4563	C1_07360W_A	
OG4570	YEL004W	C2_09700W_A
OG4573	YDR191W	
OG4574	C5_00080C_A	
OG4575	C1_12120W_A	
OG4576	C3_07920W_A	
OG4577	C1_03750W_A	
OG4579	YNL265C	C3_00540C_A
OG4580	YDL086W	
OG4581	YOR184W	C2_06210C_A
OG4589	YDR075W	CR_03800C_A
OG4591	CR_09550C_A	
OG4592	YGL159W	C1_08770W_A
OG4595	YPR095C	
OG4598	C1_09250W_A	
OG4604	C1_11140W_A	
OG4609	CR_09190C_A	
OG4610	C1_00580W_A	
OG4613	YDL223C	C7_02240W_A
OG4617	CR_10140W_A	
OG4618	C1_01460W_A	
OG4619	C3_01610W_A	
OG4620	C1_02740C_A	
OG4622	C3_04030C_A	
OG4624	YDR072C	C1_09120W_A
OG4625	YBL074C	
OG4629	C2_09870W_A	
OG4630	C2_00500W_A	
OG4631	C3_00960W_A	
OG4632	C2_06000W_A	
OG4633	C1_13920W_A	
OG4641	C2_07810W_A	
OG4643	C4_06590W_A	
OG4654	YPL233W	C7_01830W_A
OG4657	YBR280C	C6_03780C_A
OG4658	C4_06140C_A	
OG4659	CR_03080C_A	
OG4660	YML128C	CR_09140C_A
OG4663	C5_05190W_A	
OG4664	YNL334C	C1_02600W_A
OG4665	YBR249C	C1_05110C_A
OG4666	C4_01660W_A	
OG4667	C1_10020W_A	
OG4668	C5_04470C_A	
OG4670	C2_01920C_B	
OG4674	C2_08700C_A	
OG4675	YKL070W	C7_00240W_A
OG4677	C3_02010C_A	
OG4686	CR_05900W_A	
OG4687	C5_04790C_A	
OG4688	YFL044C	C1_02440C_A
OG4694	YKL033W-A	
OG4695	C4_01220C_A	
OG4700	YDL146W	
OG4701	C3_02120W_A	
OG4702	YPL096W	C2_06490W_A
OG4707	YBR018C	C1_02180W_A
OG4709	C5_02560C_A	
OG4710	YOR238W	C1_05100W_A
OG4711	CR_09180W_A	
OG4712	YLR246W	
OG4713	YMR067C	
OG4716	YDL233W	
OG4717	YDR255C	
OG4721	C3_02140C_A	
OG4722	C2_04490W_A	
OG4726	YDR440W	
OG4728	YMR215W	
OG4729	C5_02920W_A	
OG4730	C1_12740W_B	
OG4731	C2_02440W_A	
OG4732	C3_01790C_A	
OG4734	YBR201W	
OG4735	YKL100C	
OG4737	YDR137W	
OG4741	C5_04120C_A	
OG4753	C5_03000C_A	
OG4756	C7_01320W_A	
OG4761	CR_05690W_A	
OG4762	C2_08910C_A	
OG4765	C1_06430C_A	
OG4772	C2_07020C_A	
OG4773	C7_02630W_A	
OG4777	CR_08990C_A	
OG4780	YOR351C	
OG4784	C5_05110C_A	
OG4790	YOR131C	
OG4791	C3_03820C_A	
OG4794	YLR137W	C2_02360C_B
OG4798	C1_08750W_A	
OG4800	C3_02100W_A	
OG4802	YBR274W	
OG4806	C1_10140C_A	
OG4812	YEL023C	C3_04440C_A
OG4816	C6_04510C_A	
OG4833	C2_05150W_A	
OG4834	C5_00980W_A	
OG4837	YIL023C	
OG4838	C4_06510C_A	
OG4840	YNL286W	C6_03910C_A
OG4842	C1_10340W_A	
OG4843	YCR046C	C5_01050C_A
OG4845	YHR166C	CR_08630W_A
OG4846	C5_02670W_A	
OG4849	C5_03950W_A	
OG4853	YKL011C	
OG4858	C4_02110W_A	
OG4860	YJR129C	
OG4861	YPR147C	CR_03540W_A
OG4866	C3_05280C_A	
OG4870	CR_10690W_A	
OG4871	C4_03600C_A	
OG4873	C1_04270C_A	
OG4875	C7_02100W_A	
OG4880	C7_01710W_A	
OG4881	YDR403W	CR_04640W_A
OG4884	YMR265C	
OG4885	C3_06530W_A	
OG4890	YBR222C	
OG4891	C2_08720W_A	
OG4894	YDR402C	CR_04630C_A
OG4895	YHR029C	C6_03320W_A
OG4900	C1_07870C_A	
OG4901	C4_04280C_A	
OG4906	CR_06620W_A	
OG4912	YEL020C	
OG4916	C2_05140W_A	
OG4919	C3_02870C_A	
OG4933	CR_05840W_A	
OG4936	C5_03010W_A	
OG4945	CR_00190W_A	
OG4949	YGR247W	CR_06690C_A
OG4951	YHR178W	
OG4955	C1_13970C_A	
OG4957	C1_12830C_A	
OG4959	YBR159W	CR_06070W_A
OG4963	YKR055W	
OG4972	C1_12290C_A	
OG4973	YBR227C	
OG4974	YER179W	C1_12560C_A
OG4976	C3_02800W_A	
OG4977	YIL072W	C1_01180C_A
OG4978	YOR058C	
OG4980	C6_00100C_A	
OG4985	YCL008C	
OG4987	C7_04290W_A	
OG4989	YPL001W	C1_04670W_A
OG4992	C2_00830C_A	
OG4994	C5_04430C_A	
OG4998	C2_04740C_B	
OG5002	C3_06730W_A	
OG5003	C1_00420W_A	
OG5005	C3_01180C_B	
OG5008	CR_01560W_A	
OG5009	YGL251C	C2_04110W_A
OG5017	C7_00850W_A	
OG5025	C2_10780C_A	
OG5028	CR_03710C_A	
OG5031	C2_09070C_A	
OG5032	CR_08920W_A	
OG5051	C4_03860C_A	
OG5084	C1_09730W_A	
OG5091	YHL020C	
OG5092	YPL165C	C1_02080W_A
OG5094	C1_01300W_A	
OG5105	C4_06040W_A	
